candidate_id,theme,query,document_id,source_relative_path,source_sha256,page_number,extraction_method,ocr_average_confidence,review_required,review_reasons,text_file,matched_text,context,candidate_status,reviewer_notes
cand_000111,evidence_and_qualification,assess,nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df,1. Vulnerabilities in Voting and Counting Systems\NICM_VulnerabilitiesInUS2020ElectionInfrastructure_15JAN2020_DECLASS_REDACTEDed.pdf,9105174603df72f1c9142b8e0bb56e1e036dc6d4f3dbaf559aada1e2b7e22d4c,2,ocr,91.80905511811024,False,,page_text\nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df\page_0002.txt,assess,"are used rate, meaning cyber actors scan far more systems to report voting results. Attacks on or than they actually affect. compromises of these sites could deter individuals from voting or cast doubt on election results. Mu «VY ote-Administering Systems Vulnerable mu Centralized Data Repositories Most to Localized Exploitation Vulnerable es “We assess that systems designed to tabulate wa «We assess that adversaries could most easily votes, transmit vote amounts, or display election exploit centralized election-related data repositories results probably are vulnerable to localized because of their ease of access and comparative lack of exploitation but would be difficult to manipulate at securit",not_reviewed,
cand_000112,evidence_and_qualification,assess,nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df,1. Vulnerabilities in Voting and Counting Systems\NICM_VulnerabilitiesInUS2020ElectionInfrastructure_15JAN2020_DECLASS_REDACTEDed.pdf,9105174603df72f1c9142b8e0bb56e1e036dc6d4f3dbaf559aada1e2b7e22d4c,2,ocr,91.80905511811024,False,,page_text\nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df\page_0002.txt,assess,"re systems to report voting results. Attacks on or than they actually affect. compromises of these sites could deter individuals from voting or cast doubt on election results. Mu «VY ote-Administering Systems Vulnerable mu Centralized Data Repositories Most to Localized Exploitation Vulnerable es “We assess that systems designed to tabulate wa «We assess that adversaries could most easily votes, transmit vote amounts, or display election exploit centralized election-related data repositories results probably are vulnerable to localized because of their ease of access and comparative lack of exploitation but would be difficult to manipulate at security. These systems, which are used to collect, sca",not_reviewed,
cand_000113,evidence_and_qualification,assess,nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df,1. Vulnerabilities in Voting and Counting Systems\NICM_VulnerabilitiesInUS2020ElectionInfrastructure_15JAN2020_DECLASS_REDACTEDed.pdf,9105174603df72f1c9142b8e0bb56e1e036dc6d4f3dbaf559aada1e2b7e22d4c,3,ocr,85.69261477045909,False,,page_text\nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df\page_0003.txt,assess,"ons voting secured with blockchain technology. and enough states to influence a presidential election, we Absentee votes, however, are small in number and judge that conducting such a campaign would be typically closely monitored for anomalies. difficult and that postelection audits and paper trails very likely would uncover such an effort. gag We assess that vote tabulation systems would be difficult to manipulate on a wide enough scale to e (U) A growing number of jurisdictions are using compromise election results. The systems in each voter-verified paper backups and postelection voting location are not connected to the Internet or to [3] ee",not_reviewed,
cand_000114,evidence_and_qualification,assess,nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df,1. Vulnerabilities in Voting and Counting Systems\NICM_VulnerabilitiesInUS2020ElectionInfrastructure_15JAN2020_DECLASS_REDACTEDed.pdf,9105174603df72f1c9142b8e0bb56e1e036dc6d4f3dbaf559aada1e2b7e22d4c,4,native,,False,,page_text\nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df\page_0004.txt,assess,"[ 4 ] audits (now required in 38 states), which can alert election officials to manipulation or errors. We assess that cyber operations targeting the electronic tabulation of results could delay results reporting from affected jurisdictions, potentially creating public uncertainty but probably not affecting the integrity of certified results. Tabulated results are stored independently of copies displayed on results websites, although investigations of malicio",not_reviewed,
cand_000115,evidence_and_qualification,assess,nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df,1. Vulnerabilities in Voting and Counting Systems\NICM_VulnerabilitiesInUS2020ElectionInfrastructure_15JAN2020_DECLASS_REDACTEDed.pdf,9105174603df72f1c9142b8e0bb56e1e036dc6d4f3dbaf559aada1e2b7e22d4c,4,native,,False,,page_text\nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df\page_0004.txt,assess,"or the validity of the results.   In May 2019, unidentified cyber actors rendered a US county election website unavailable on the night of a mayoral primary; the incident did not affect the tabulation results, which were stored on a separate system not connected to the Internet. False Manipulation Narratives Could Undermine Public Confidence We assess that adversaries could also make false claims about their ability to manipulate US election infrastructure as part of a broader effort to undermine confidence in US democratic processes. Much of the voting public probably knows little about the process of administering US elections, which could allow false narratives to gain traction. Government e",not_reviewed,
cand_000116,evidence_and_qualification,assess,nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df,1. Vulnerabilities in Voting and Counting Systems\NICM_VulnerabilitiesInUS2020ElectionInfrastructure_15JAN2020_DECLASS_REDACTEDed.pdf,9105174603df72f1c9142b8e0bb56e1e036dc6d4f3dbaf559aada1e2b7e22d4c,4,native,,False,,page_text\nicm_vulnerabilitiesinus2020electioninfrastructure_15jan2020_declass_red_9105174603df\page_0004.txt,assess,"n, even if the actual cyber operations were unrelated to the casting, tabulating, and reporting of votes.  A widely publicized compromise of election infrastructure probably would undercut public confidence in the election, even if the compromise was not used to manipulate election- related data or systems. Mitigating Threats to Infrastructure We assess that enhancing the physical security and cyber protections of election systems and messaging the US public and adversaries could mitigate some of the vulnerabilities of the complex US election process. Potential measures include the following:",not_reviewed,
cand_000117,evidence_and_qualification,assess,email_nsa_massagedpdb_20nov2020_declass_redact_bb2b9cbb2c98,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_NSA.MassagedPDB_20NOV2020_DECLASS_REDACT.pdf,bb2b9cbb2c9833028ccf1b2f32d5d009203b60690b0fcb88bb34357014aec12e,5,ocr,74.55625,True,low_ocr_confidence,page_text\email_nsa_massagedpdb_20nov2020_declass_redact_bb2b9cbb2c98\page_0005.txt,Assess,"the election. The massive report we have been waiting on has been chopped up into 13 reports that likely will not get out until late next week. Many/all of them will be cross-posted into [ij or downgraded to GE so that can be more readily incorporated into the 45-day piece, if needed. Strategic Intelligence Analyst || China & North Korea Strategic Assessments Corn NSS: Bldg/Room: a From: VS USA COV I oI Sent: Thursday, November 19, 2020 4:25 PM clue et i OV a +S USA OV ccc BSA US co i 14 BT USA GOV",not_reviewed,
cand_000118,evidence_and_qualification,assess,email_nsa_massagedpdb_23nov2020_declass_redact_3b4950eaeef1,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_NSA.MassagedPDB_23NOV2020_DECLASS_REDACT.pdf,3b4950eaeef104c15054ef1367abd9ac2d67438ed1e0ff286a1621db9d78965b,3,ocr,78.9004329004329,False,,page_text\email_nsa_massagedpdb_23nov2020_declass_redact_3b4950eaeef1\page_0003.txt,Assess,"he election. The massive report we have been waiting on has been chopped up into 13 reports that likely will not get out until late next week. Many/all of them will be cross-posted into {ij or downgraded to Mj so that can be more readily incorporated into the 45- day piece, if needed. Strategic Intelligence Analyst GM China & North Korea Strategic Assessments Cena NSTS: Bldg/Room: From: SE SA A USA COV (i Sent: Thursday, November 19, 2020 4:25 PM 0: ES) SS USA COV Si SA BB USA GOV SS GS USA COV SS 1S 4 BI USA GOV SS SS SA OV Subject: RE: (U) Note to Election Threat 45 day ICA China Section Drafting Team Hello All, Greetings...just wanted to touch base to see if anyone has contacted you about this",not_reviewed,
cand_000119,evidence_and_qualification,assess,email_re_for_ic_coord_by_oct_7_2020_7oct2020_declass_redacted_9422d9bac9c6,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE For IC coord by Oct 7 2020  7OCT2020 DECLASS REDACTED.pdf,9422d9bac9c6eceaf4125708d5b4476dae54841bad38b85af599782e82711180,1,ocr,90.25581395348837,False,,page_text\email_re_for_ic_coord_by_oct_7_2020_7oct2020_declass_redacted_9422d9bac9c6\page_0001.txt,assess,"or, Election Threat Analysis National Intelligence Council/DNI Election Threat Executive From: A a Sent: Wednesday, October 07, 2020 9:28 AM Co © Subject: RE: (U) RE: For IC coord by Wed. 7 Oct.: NIC alternative analysis on china/election Classification: | think it speaks exactly to what has been on my mind but what was left out of the mainline IC assessment. | think it looks very good!",not_reviewed,
cand_000120,evidence_and_qualification,assess,email_re_for_ic_coord_by_oct_7_2020_7oct2020_declass_redacted_9422d9bac9c6,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE For IC coord by Oct 7 2020  7OCT2020 DECLASS REDACTED.pdf,9422d9bac9c6eceaf4125708d5b4476dae54841bad38b85af599782e82711180,7,native,,False,,page_text\email_re_for_ic_coord_by_oct_7_2020_7oct2020_declass_redacted_9422d9bac9c6\page_0007.txt,assess,"n production so far. Rather than continue to argue about this and drive you all nuts, we are opting to publish an alternative analysis NIC memo. We think this is the best way for us to put our perspective on the record while not getting in the way of what the rest of the community wants to say. The lead, in short non-compartmented form, is that we assess that Beijing has taken some low-level, exploratory steps to denigrate the President and shape voter perceptions ahead of the election. We have really appreciated everyone’s efforts to community coord all election-related production, and in that spirit I’d like to offer you all the chance to comment on this piece. However: we are clearly labeling t",not_reviewed,
cand_000121,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,1,ocr,90.92820512820512,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0001.txt,assess,"ional |ntelligence Officer - Cyber ODNI/National Intelligence Council Unclass emai: ii Tandberg: aa ""The spice must flow.” or: Sent: Thursday, September 3, 2020 8:56 AM Subject: FW: (U) RE: Please coord by COB 9/1: 4 country election security graphic Classified By: Derived From: Is it just me, or are they basically saying we should self-censor our assessment on preference acting on that preference and we assess they think it’s probably not worth the risk. If we can't communicate our thinking clearly, maybe we should just quit and go home DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026",not_reviewed,
cand_000122,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,1,ocr,90.92820512820512,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0001.txt,assess,"nce Council Unclass emai: ii Tandberg: aa ""The spice must flow.” or: Sent: Thursday, September 3, 2020 8:56 AM Subject: FW: (U) RE: Please coord by COB 9/1: 4 country election security graphic Classified By: Derived From: Is it just me, or are they basically saying we should self-censor our assessment on preference acting on that preference and we assess they think it’s probably not worth the risk. If we can't communicate our thinking clearly, maybe we should just quit and go home DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026",not_reviewed,
cand_000123,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,9,ocr,93.64401294498381,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0009.txt,assess,"sentence, so apologies if that wasn’t clear. On the sentence about not trying to influence the outcome: we ask that you either put back in the GB confidence caveat, or revert to the other version with the MY caveat. Just to be clear, we can’t sign off on a definitive statement about this. We don’t have an opinion on whether you reference the other assessments about risk calculus and the bilat. relationship, though would suggest being very careful about basing judgments on other judgments. Thanks for putting the “pro-China influence actors” sentence back in the para. For that one, we ask you use the sentence we provided: “Unidentified pro-China influence actors J have been spreading English-languag",not_reviewed,
cand_000124,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,11,ocr,88.8988326848249,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0011.txt,assess,"DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026 7 : GR <fforts. We would be fine either including the sentence we tacked on below in the paragraph or in the graphic body itself where we discuss but feel a separate paragraph about it is unnecessary given the around the activity. Please see below for our suggested language. — 9 assess that China is not at this time trying t influence the outcome of the presidential election in favor of one candidate r another fF felation2hip. We assess Beijing uses extensive lobbying, economic measures, information derived from computer network exploitation, and increasingly strident rhetoric to i press US officials and federal and local candid",not_reviewed,
cand_000125,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,11,ocr,88.8988326848249,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0011.txt,assess,"the paragraph or in the graphic body itself where we discuss but feel a separate paragraph about it is unnecessary given the around the activity. Please see below for our suggested language. — 9 assess that China is not at this time trying t influence the outcome of the presidential election in favor of one candidate r another fF felation2hip. We assess Beijing uses extensive lobbying, economic measures, information derived from computer network exploitation, and increasingly strident rhetoric to i press US officials and federal and local candidates to support China’s positions and perspective. t=7rs porcetrertatirtsty tie +s—(CIA Note: Removed for redundancies.) China has been expanding its broa",not_reviewed,
cand_000126,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,11,ocr,88.8988326848249,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0011.txt,assess,"ns and perspective. t=7rs porcetrertatirtsty tie +s—(CIA Note: Removed for redundancies.) China has been expanding its broad, whole-of-government {EEE influence efforts ahead of November 2020 to shape the social, political, and policy environments in the United States and to pressure political figures at every level of government, efforts which we assess could be used to influence the 2020 election. However, we assess at this time China probably judges the risk of being caught interfering in the US election outweighs any potential gains. Unidentified pro-China influence actor hm have been spreading English-language videos on US social media platforms that echo Beijing's rhetori Let us know if this",not_reviewed,
cand_000127,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,11,ocr,88.8988326848249,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0011.txt,assess,"moved for redundancies.) China has been expanding its broad, whole-of-government {EEE influence efforts ahead of November 2020 to shape the social, political, and policy environments in the United States and to pressure political figures at every level of government, efforts which we assess could be used to influence the 2020 election. However, we assess at this time China probably judges the risk of being caught interfering in the US election outweighs any potential gains. Unidentified pro-China influence actor hm have been spreading English-language videos on US social media platforms that echo Beijing's rhetori Let us know if this works for you and we will move it forward. Thank you very much f",not_reviewed,
cand_000128,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,12,ocr,92.2639751552795,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0012.txt,assess,"analysts to add language on aims or preferences to the extent they have anything to say there. | also think there’s a contradiction in your suggestion—you say definitively at the beginning that Beijing isn’t trying to sway the outcome, but then later included our language saying ta So, here’s a counterproposal to try to find common ground: GEE Vc assess that China prefers that the President does not win reelection, but PO (alternatively: we assess that China is not at this time trying to influence the outcome of the presidential election in favor of one candidate or another. GB) We assess Beijing uses extensive lobbying, economic measures, information derived from computer network exploitation, a",not_reviewed,
cand_000129,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,12,ocr,92.2639751552795,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0012.txt,assess,"| also think there’s a contradiction in your suggestion—you say definitively at the beginning that Beijing isn’t trying to sway the outcome, but then later included our language saying ta So, here’s a counterproposal to try to find common ground: GEE Vc assess that China prefers that the President does not win reelection, but PO (alternatively: we assess that China is not at this time trying to influence the outcome of the presidential election in favor of one candidate or another. GB) We assess Beijing uses extensive lobbying, economic measures, information derived from computer network exploitation, and increasingly strident rhetoric 7 0 6=—hCett~—~CS@Y press US officials and federal and local c",not_reviewed,
cand_000130,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,12,ocr,92.2639751552795,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0012.txt,assess,"then later included our language saying ta So, here’s a counterproposal to try to find common ground: GEE Vc assess that China prefers that the President does not win reelection, but PO (alternatively: we assess that China is not at this time trying to influence the outcome of the presidential election in favor of one candidate or another. GB) We assess Beijing uses extensive lobbying, economic measures, information derived from computer network exploitation, and increasingly strident rhetoric 7 0 6=—hCett~—~CS@Y press US officials and federal and local candidates to support China’s positions and perspective. Beijing also continues to criticize US policies, politicians, and perceived critics to s",not_reviewed,
cand_000131,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,12,ocr,92.2639751552795,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0012.txt,assess,"the United States that reflects China’s positions and perspectives and defend against perceived attacks by the US. China has been expanding its broad, whole-of-government GB influence efforts ahead of November 2020 to shape the policy environment in the United States and to pressure political figures at every level of government, efforts which we assess could DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026",not_reviewed,
cand_000132,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,13,ocr,91.18316831683168,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0013.txt,assess,"DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026 be used to influence the 2020 election, However, we assess at this time China probably judges the risk of being caught interfering in the US election outweighs any potential gains We also disagree with excluding the language on etc. We think this is the most notable new information on the China election story and should be addressed up front somehow in our current update. If we can’t compromise on. buildi",not_reviewed,
cand_000133,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,14,ocr,93.49632352941177,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0014.txt,assess,"ou for your continued engagement on this issue. Below, please see our suggested language taking on board your comments about a desire to see an increased reflection of i and iz as well as more description about what Beijing is doing at this time. Our language below also incorporates comments we received from the IC throughout the coord process: We assess Beijing uses extensive lobbying, economic measures, information derived from computer network exploitation, and increasingly strident rhetoric to [MY press Us officials and federal and local candidates to support China’s positions and perspective, but at this time is not trying to influence the outcome of the presidential election in favor of one",not_reviewed,
cand_000134,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,14,ocr,93.49632352941177,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0014.txt,assess,"nment in the United States that reflects China’s positions and perspectives and defend against perceived attacks by the US. China has been expanding its broad, whole-of-government Po influence efforts ahead of November 2020 to shape the policy environment in the United States and to pressure political figures at every level of government, which we assess could be used to influence the 2020 election if Beijing directed Chinese officials to do so. Fc CY However, we assess at this time China probably judges the risk of being caught interfering in the US election outweighs any potential gains. For transparency, below is how we parsed your suggestions: DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026",not_reviewed,
cand_000135,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,14,ocr,93.49632352941177,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0014.txt,assess,"e US. China has been expanding its broad, whole-of-government Po influence efforts ahead of November 2020 to shape the policy environment in the United States and to pressure political figures at every level of government, which we assess could be used to influence the 2020 election if Beijing directed Chinese officials to do so. Fc CY However, we assess at this time China probably judges the risk of being caught interfering in the US election outweighs any potential gains. For transparency, below is how we parsed your suggestions: DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026",not_reviewed,
cand_000136,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,15,ocr,87.80676328502416,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0015.txt,assess,"cts China's positions ang perspective and defend against perce sed attacks DY the US. China has been expanding its broad, whole-of-government [MM influence efforts ahead of November 2020 to shape the policy environment in the United States and to pressure political figures at every level of government (CIA NOTE: Taken from NIC language.), which we assess cou! be used to influence the 2020 election if Beijing directed Chinese officials to do so, 5 time China probably judges the risk of being « suehnt interfering in the US election t utwelghs any Please let us know what you think! We look forward to engaging further on this issue. Best, EAPMC, CIMC, CCI Fo: Sent: Wednesday, September 02, 2020 10:19",not_reviewed,
cand_000137,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,16,ocr,89.62345679012346,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0016.txt,assess,"lassify On: Hi all, Thanks for your willingness to discuss this. For the China lead para, we think that the original and the alternative we talked about yesterday are too definitive, given the about the We suggest the following, which is a combination of language from our recent NICA and your original. We think this better accounts for our GEE “Ve assess that China prefers that the President does not win reelection. Although as of SM Beijing did not intend to try to affect the election, Chinese officials have I 21 ey could use to try to sway the outcome. a es Beijing has begun incorporating election-related themes and direct mention of political candidates into its efforts to influence US attitude",not_reviewed,
cand_000138,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,16,ocr,89.62345679012346,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0016.txt,assess,"esident does not win reelection. Although as of SM Beijing did not intend to try to affect the election, Chinese officials have I 21 ey could use to try to sway the outcome. a es Beijing has begun incorporating election-related themes and direct mention of political candidates into its efforts to influence US attitudes and polices on China, and we assess Chinese officials are aware that these efforts could impact the election. Unidentified pro-China influence actors J have been spreading English-language videos on US social media platforms that criticize the President’s policies, promote socially divisive themes, and denigrate him, iE 1 Owever, Lt China has been expanding its broad, whole-of-gover",not_reviewed,
cand_000139,evidence_and_qualification,assess,email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d,2. ChinaAcquisitionExploitationAmericanVoterData\EMAIL_RE Please coord by COB 9.1 - 4 country election security graphic 03SEP2020_DECLASS_REDACTED .pdf,48ddc4a93e6d4283be828cb77ea7f543a47e3cee664bdcbbbc8663da1b5b816d,16,ocr,89.62345679012346,False,,page_text\email_re_please_coord_by_cob_9_1_4_country_election_security_graphic_03s_48ddc4a93e6d\page_0016.txt,assess,"ahead of November 2020 to shape the policy environment in the United States and to pressure political figures at every level of government. For the two footnotes on 2016 and 2018, | suggest editing to say “which would have been inconsistent with our understanding of its strategic foreign policy objectives at the time” to be clear that this is our assessment and that it applies to past years. Again, we think there is more gray area with regard to what's going on in 2020 than the original implies. Let us know what you think. Thanks Director, Election Threat Analysis National Intelligence Council/DNI Election Threat Executive DECLASSIFIED BY PRESIDENT TRUMP on 3 July 2026",not_reviewed,
